zip_code,neighborhood,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,rating,price,longitude,latitude,total_reviews,availability_365
78705,Central Austin,Entire guesthouse,Entire home/apt,2,1,1,2,4.94,149,-97.73087,30.29728,47,49
78704,Barton Hills,Entire vacation home,Entire home/apt,16,5,8,8,4.93,4000,-97.77955,30.24984,0,0
78704,Barton Hills,Entire guesthouse,Entire home/apt,6,2,3,3,5.0,190,-97.78186,30.24783,36,228
78704,Barton Hills,Entire guest suite,Entire home/apt,2,1,1,2,5.0,176,-97.78214,30.24774,16,239
78704,Barton Hills,Camper/RV,Entire home/apt,2,1,1,2,5.0,106,-97.78003,30.24605,18,217
78704,Barton Hills,Entire villa,Entire home/apt,12,3,5,3,5.0,1048,-97.76131,30.24537,2,127
78758,North Burnet,Entire home,Entire home/apt,8,3,4,1,4.4,101,-97.70954,30.38205,5,352
78704,Zilker,Entire condo,Entire home/apt,5,2,3,1,4.0,290,-97.7675,30.25407,2,0
78702,East Downtown,Entire home,Entire home/apt,10,4,4,3,4.97,835,-97.73147,30.2572,70,232
78702,East Downtown,Entire home,Entire home/apt,6,3,3,3,4.98,696,-97.73061,30.25884,41,362
78702,East Downtown,Entire home,Entire home/apt,16,1,1,2,5.0,6500,-97.72687,30.25916,1,363
78702,East Downtown,Entire home,Entire home/apt,8,3,3,20,4.96,500,-97.7313,30.25753,53,246
78702,East Downtown,Entire condo,Entire home/apt,5,2,2,90,4.93,220,-97.73188,30.26653,0,0
78747,Onion Creek,Private room in home,Private room,2,1,1,1,4.93,103,-97.78453,30.14828,0,365
78757,East Downtown,Entire condo,Entire home/apt,4,2,2,29,4.88,85,-97.73386,30.35537,24,191
78721,East Downtown,Entire cottage,Entire home/apt,2,2,2,20,4.9,163,-97.68574,30.26844,272,167
78723,East Downtown,Private room in home,Private room,2,1,1,1,4.9,119,-97.68423,30.30434,10,0
78702,East Downtown,Entire home,Entire home/apt,8,3,3,3,4.92,464,-97.73172,30.26244,260,5
78757,Wooten,Entire condo,Entire home/apt,4,2,3,2,5.0,130,-97.72003,30.36596,2,81
78758,Hyde Park,Entire home,Entire home/apt,4,2,2,27,5.0,143,-97.70871,30.37991,4,169
78751,Hyde Park,Entire guesthouse,Entire home/apt,2,1,1,30,4.94,112,-97.72782,30.30732,114,214
78758,Gracywoods,Entire home,Entire home/apt,10,4,4,28,4.86,361,-97.69668,30.39592,36,76
78725,Northwest Side,Entire serviced apartment,Entire home/apt,4,2,2,30,5.0,116,-97.6734,30.25908,1,169
78721,MLK 183,Entire home,Entire home/apt,4,2,2,5,4.93,271,-97.68582,30.25928,0,6
78702,Govalle,Entire home,Entire home/apt,6,2,2,2,5.0,650,-97.71156,30.25417,11,196
78704,Zilker,Entire townhouse,Entire home/apt,5,2,1,2,5.0,99,-97.77916,30.25708,2,0
78741,Montopolis,Entire home,Entire home/apt,4,2,2,30,4.86,148,-97.69252,30.2317,73,280
78725,Hornsby Bend,Private room in home,Private room,2,1,1,1,4.89,43,-97.63781,30.21547,716,51
78722,Upper Boggy Creek,Private room in home,Private room,2,1,1,1,5.0,69,-97.71152,30.29849,1,0
78704,Galindo,Private room in home,Private room,2,1,1,1,5.0,55,-97.77128,30.23011,24,0
78702,East Downtown,Entire home,Entire home/apt,10,4,6,4,4.72,750,-97.71338,30.26543,124,0
78704,Galindo,Entire rental unit,Entire home/apt,2,1,1,2,4.98,242,-97.77132,30.235,90,89
78704,South Lamar,Entire home,Entire home/apt,3,1,2,5,5.0,233,-97.77914,30.24187,5,0
78702,Cesar Chavez,Entire home,Entire home/apt,4,2,2,2,4.83,267,-97.72874,30.25572,170,63
78702,Cesar Chavez,Entire guesthouse,Entire home/apt,4,1,2,2,4.93,160,-97.72676,30.25369,351,66
78723,South Side,Entire home,Entire home/apt,7,3,4,4,4.5,132,-97.67743,30.30805,12,300
78702,East Downtown,Private room in home,Private room,2,1,1,5,4.88,50,-97.71814,30.26467,25,0
78702,East Downtown,Private room in home,Private room,3,1,1,2,4.79,45,-97.71967,30.26249,14,0
78702,East Downtown,Entire home,Entire home/apt,8,3,3,2,4.62,139,-97.71841,30.26469,14,0
78758,North Burnet,Private room in home,Private room,3,1,1,1,4.93,39,-97.71028,30.35742,0,0
78739,Shady Hollow,Entire home,Entire home/apt,6,3,3,30,4.93,225,-97.88646,30.16229,0,214
78741,East Riverside - Oltorf,Entire rental unit,Entire home/apt,3,1,1,3,4.87,95,-97.72139,30.24072,15,0
78704,Dawson,Entire home,Entire home/apt,4,3,3,30,5.0,185,-97.76318,30.23432,9,228
78736,Fitzhugh Ranch,Entire cottage,Entire home/apt,2,1,1,1,4.98,291,-97.99245,30.24025,93,310
78704,Zilker,Entire guesthouse,Entire home/apt,4,1,1,3,4.98,296,-97.76869,30.2551,131,287
78704,Zilker,Entire home,Entire home/apt,16,5,10,2,5.0,2397,-97.76915,30.25346,48,353
78702,Holly,Entire guesthouse,Entire home/apt,2,1,1,1,4.62,89,-97.72587,30.25424,720,33
78702,Holly,Camper/RV,Entire home/apt,2,1,1,1,4.75,80,-97.72578,30.254322,4,1
78702,Holly,Private room in bungalow,Private room,2,1,2,1,4.35,73,-97.72428,30.25592,23,8
78702,Holly,Entire home,Entire home/apt,5,2,2,1,4.64,188,-97.72453,30.25404,39,4
78741,Montopolis,Entire home,Entire home/apt,5,2,2,2,4.97,232,-97.70401,30.22592,33,49
78704,Bouldin Creek,Entire bungalow,Entire home/apt,6,3,4,2,4.99,393,-97.78033,30.24771,139,216
78704,Bouldin Creek,Entire home,Entire home/apt,4,2,2,2,4.96,292,-97.75561,30.25162,196,175
78704,Bouldin Creek,Entire home,Entire home/apt,4,2,2,2,4.98,217,-97.75628,30.252,186,193
78704,Bouldin Creek,Entire home,Entire home/apt,2,1,1,2,4.94,171,-97.77858,30.24817,126,273
78704,South Congress,Entire condo,Entire home/apt,4,2,3,30,4.89,240,-97.75371,30.241,27,213
78704,Highland,Entire home,Entire home/apt,6,3,3,30,4.6,150,-97.77783,30.24893,5,314
78757,North Shoal Creek,Entire condo,Entire home/apt,2,1,1,30,3.75,95,-97.7331,30.35992,5,295
78745,West Congress,Entire home,Entire home/apt,8,3,3,30,4.86,191,-97.79003,30.19037,65,201
78745,West Congress,Entire home,Entire home/apt,8,3,3,30,4.77,191,-97.7971,30.20451,94,98
78748,Shady Hollow,Entire home,Entire home/apt,4,2,2,30,5.0,190,-97.8032,30.18064,14,0
78704,Zilker,Entire home,Entire home/apt,6,3,5,3,5.0,450,-97.76955,30.2583,2,112
78758,Quail Hollow,Entire home,Entire home/apt,4,2,3,2,4.9,199,-97.70223,30.39523,42,51
78758,Quail Hollow,Entire home,Entire home/apt,6,3,4,1,4.85,126,-97.71494,30.35963,226,0
78751,North Loop,Entire home,Entire home/apt,4,1,3,1,4.93,230,-97.71827,30.31737,67,333
78723,Windsor Park,Entire home,Entire home/apt,5,3,2,2,4.0,175,-97.68465,30.30339,1,0
78723,MLK,Entire home,Entire home/apt,6,3,3,1,5.0,228,-97.683975,30.294878,5,164
78723,MLK,Entire home,Entire home/apt,6,3,3,1,4.72,215,-97.6845,30.29493,85,158
78705,University of Texas at Austin,Private room in home,Private room,2,1,1,4,4.73,128,-97.72647,30.29472,15,87
78756,Allandale,Entire home,Entire home/apt,4,2,2,3,5.0,170,-97.7444,30.33176,8,33
78722,Cherrywood,Entire home,Entire home/apt,6,3,3,2,5.0,250,-97.71079,30.29777,1,33
78702,East Downtown,Entire home,Entire home/apt,10,3,3,2,4.91,312,-97.72304,30.2749,215,345
78722,East Downtown,Entire home,Entire home/apt,11,3,4,1,4.78,241,-97.71655,30.28414,23,342
78731,Chimney Corners,Entire home,Entire home/apt,6,3,3,2,5.0,771,-97.76511,30.3639,6,164
78702,East Cesar Chavez,Entire home,Entire home/apt,3,1,3,2,4.94,268,-97.72227,30.25189,82,234
78741,Montopolis,Entire condo,Entire home/apt,4,2,2,2,4.94,166,-97.72357,30.24246,158,0
78723,MLK,Entire home,Entire home/apt,6,3,3,3,4.93,399,-97.69907,30.286737,0,253
78723,MLK,Private room in home,Private room,4,2,2,2,4.93,151,-97.69689,30.28535,0,253
78723,MLK,Private room in home,Private room,4,1,1,2,5.0,125,-97.69757,30.28538,1,253
78702,Chestnut,Entire guesthouse,Entire home/apt,4,2,2,3,5.0,173,-97.7178,30.27661,4,129
78704,St. Edwards,Entire home,Entire home/apt,5,3,3,30,4.67,100,-97.75479,30.23254,94,365
78752,Highland,Entire guesthouse,Entire home/apt,2,1,1,2,5.0,129,-97.71956,30.32827,15,155
78702,Holly,Private room in bungalow,Private room,2,1,1,1,4.97,85,-97.721565,30.25538,108,53
78703,Clarksville,Entire bungalow,Entire home/apt,5,2,3,4,5.0,689,-97.7546,30.2791,6,285
78703,Clarksville,Entire home,Entire home/apt,2,1,1,7,4.97,289,-97.75649,30.27887,63,336
78704,Travis Heights,Entire guesthouse,Entire home/apt,4,2,3,3,4.7,196,-97.75073,30.23961,54,64
78705,University of Texas at Autin,Entire condo,Entire home/apt,1,1,1,30,4.85,99,-97.73494,30.29738,196,137
78722,Mueller,Private room in home,Private room,1,1,1,30,4.9,70,-97.71339,30.30148,21,177
78721,MLK 183,Entire home,Entire home/apt,4,2,2,2,4.89,183,-97.68129,30.28025,9,64
78702,East Downtown,Private room in home,Private room,2,1,1,2,4.75,186,-97.71416,30.27666,24,360
78704,Zilker,Entire home,Entire home/apt,6,3,4,20,5.0,440,-97.77335,30.25498,10,182
78702,East Downtown,Entire home,Entire home/apt,6,2,2,3,4.86,140,-97.72239,30.26454,152,0
78741,Montopolis,Entire home,Entire home/apt,6,3,3,2,4.93,176,-97.69809,30.226269,0,32
78703,West Congress,Entire condo,Entire home/apt,2,1,1,3,4.82,156,-97.76168,30.27428,211,62
78745,West Congress,Entire home,Entire home/apt,4,2,3,3,4.78,140,-97.78958,30.18367,18,26
78702,Rosewood,Entire home,Entire home/apt,12,4,4,2,4.73,1000,-97.70775,30.27348,11,0
78702,Rosewood,Entire home,Entire home/apt,12,4,6,2,4.93,1000,-97.7082,30.27338,0,0
78702,Govalle,Private room in home,Private room,2,1,1,2,4.92,130,-97.70365,30.26324,13,90
78721,MLK,Entire home,Entire home/apt,4,2,2,2,4.93,146,-97.695625,30.279512,0,61
78702,East Downtown,Entire home,Entire home/apt,2,1,1,2,4.85,110,-97.72175,30.26916,86,44
78702,East Downtown,Entire rental unit,Entire home/apt,4,1,1,3,4.74,103,-97.72831,30.27518,27,0
78702,East Cesar Chavez,Entire home,Entire home/apt,8,3,6,3,4.97,765,-97.7308,30.26168,36,1
78702,East Cesar Chavez,Entire guesthouse,Entire home/apt,5,2,3,4,4.91,150,-97.7309,30.26148,489,47
78721,Johnston Terrace,Entire home,Entire home/apt,4,2,2,28,5.0,120,-97.68828,30.25666,2,318
78704,Bouldin Creek,Entire home,Entire home/apt,6,3,4,30,5.0,325,-97.76155,30.24769,2,289
78704,Zilker,Entire home,Entire home/apt,4,2,2,3,4.93,875,-97.77749,30.24814,0,320
78705,North University,Tiny home,Entire home/apt,2,1,1,1,4.81,159,-97.73452,30.29541,272,217
78702,North University,Entire rental unit,Entire home/apt,3,1,2,1,4.62,129,-97.72291,30.27483,105,19
78702,North University,Private room in home,Private room,3,1,2,1,4.86,128,-97.71831,30.27427,97,46
78702,North University,Private room in home,Private room,2,1,1,1,4.85,107,-97.72077,30.27168,266,139
78704,Zilker,Entire condo,Entire home/apt,4,2,2,3,4.89,264,-97.77253,30.25367,45,339
78729,Anderson Mill,Private room in home,Private room,2,1,1,2,4.98,52,-97.78595,30.46288,54,0
78729,Anderson Mill,Private room in home,Private room,2,1,1,2,4.98,50,-97.78487,30.46514,49,0
78729,Anderson Mill,Entire home,Entire home/apt,12,6,6,2,5.0,385,-97.78598,30.46291,18,0
78729,Anderson Mill,Entire home,Entire home/apt,8,3,3,5,5.0,177,-97.78645,30.46482,7,0
78704,Bouldin Creek,Entire bungalow,Entire home/apt,4,2,2,3,4.93,589,-97.75655,30.2525,0,0
78704,Bouldin Creek,Entire home,Entire home/apt,2,1,1,4,5.0,238,-97.75782,30.25472,35,0
78704,Bouldin Creek,Entire guesthouse,Entire home/apt,2,1,1,4,4.99,189,-97.75681,30.25355,100,0
78748,Echo Park,Entire home,Entire home/apt,1,2,2,1,4.93,400,-97.82304,30.15045,0,287
78702,East Downtown,Entire guest suite,Entire home/apt,2,1,1,1,4.94,103,-97.72034,30.26747,538,47
78721,MLK,Entire bungalow,Entire home/apt,7,3,3,2,4.73,303,-97.68608,30.28471,78,74
78702,Holly,Entire home,Entire home/apt,6,3,3,4,4.79,223,-97.72147,30.25432,43,223
78704,Zilker,Entire home,Entire home/apt,7,4,5,7,4.93,349,-97.77674,30.24958,0,345
78738,Lake Pointe,Entire condo,Entire home/apt,8,4,5,2,5.0,157,-97.996864,30.354914,3,113
78702,Rosewood,Entire home,Entire home/apt,10,3,3,3,4.9,414,-97.70708,30.28032,51,175
78745,Cherry Creek,Entire home,Entire home/apt,6,3,3,30,4.8,250,-97.78396,30.21134,10,285
78758,North Burnet,Entire rental unit,Entire home/apt,5,3,3,30,4.77,91,-97.7078,30.36774,30,15
78751,Hancock,Entire guesthouse,Entire home/apt,3,1,1,1,4.9,98,-97.72579,30.30513,212,356
78704,Hancock,Entire home,Entire home/apt,6,3,3,2,4.96,500,-97.74792,30.2497,91,333
78737,Hancock,Entire home,Entire home/apt,8,4,5,2,4.74,497,-97.94586,30.18127,127,345
78704,Hancock,Entire home,Entire home/apt,8,3,5,2,4.82,402,-97.75928,30.2431,97,356
78704,Hancock,Entire home,Entire home/apt,6,3,4,2,4.94,389,-97.74572,30.24776,93,349
78702,Hancock,Entire loft,Entire home/apt,6,2,4,2,4.89,300,-97.73038,30.26411,70,320
78703,Hancock,Entire townhouse,Entire home/apt,6,3,3,2,4.64,249,-97.78103,30.30021,58,355
78703,Hancock,Entire cottage,Entire home/apt,2,1,3,2,4.94,238,-97.76322,30.27989,88,360
78703,Hancock,Entire condo,Entire home/apt,4,3,3,3,4.81,198,-97.77241,30.28691,47,345
78704,Hancock,Entire home,Entire home/apt,4,2,2,3,4.79,186,-97.77625,30.24837,80,365
78703,Hancock,Entire condo,Entire home/apt,2,1,1,2,4.83,177,-97.75479,30.27322,102,365
78702,Hancock,Entire cottage,Entire home/apt,2,1,1,2,4.77,153,-97.73436,30.26294,35,345
78751,Hancock,Entire cottage,Entire home/apt,6,2,3,1,4.75,152,-97.72278,30.30651,179,364
78704,Hancock,Entire condo,Entire home/apt,4,1,1,1,4.63,151,-97.74325,30.25129,218,361
78757,Hancock,Entire home,Entire home/apt,4,2,2,1,4.93,139,-97.74495,30.35231,14,364
78703,Hancock,Entire townhouse,Entire home/apt,2,1,2,2,4.69,137,-97.78054,30.29887,61,358
78705,Hunts Point,Entire condo,Entire home/apt,2,1,1,182,4.93,84,-97.72557,30.29066,0,314
78759,Huilotepec,Entire villa,Entire home/apt,8,4,3,1,4.65,297,-97.77369,30.41441,17,43
78728,Wells Branch,Entire home,Entire home/apt,6,3,4,1,5.0,159,-97.6839,30.43912,9,156
78702,East Downtown,Entire guesthouse,Entire home/apt,2,1,1,1,4.84,105,-97.72533,30.27435,751,52
78757,Brentwood,Private room in home,Private room,2,1,1,1,5.0,80,-97.73657,30.33803,2,0
78702,East Downtown,Entire guesthouse,Entire home/apt,4,1,1,2,4.92,185,-97.71968,30.27342,12,0
78738,Lake Pointe,Entire guesthouse,Entire home/apt,3,2,2,2,4.92,130,-97.98471,30.30878,138,83
78704,Bouldin Creek,Entire home,Entire home/apt,4,2,2,29,4.95,375,-97.75794,30.25132,19,319
78704,Bouldin Creek,Private room in home,Private room,2,1,1,1,5.0,150,-97.75919,30.25149,1,87
78704,St. Edwards,Entire home,Entire home/apt,8,5,4,2,4.96,987,-97.78017,30.24847,75,284
78704,St. Edwards,Entire home,Entire home/apt,6,3,3,3,4.99,950,-97.75245,30.24842,97,0
78702,St. Edwards,Entire home,Entire home/apt,10,4,8,1,4.94,895,-97.72767,30.26937,115,334
78702,St. Edwards,Entire home,Entire home/apt,9,4,4,3,4.89,825,-97.71812,30.25458,54,353
78704,St. Edwards,Entire home,Entire home/apt,9,5,7,3,5.0,775,-97.75044,30.24851,4,0
78749,St. Edwards,Entire home,Entire home/apt,5,4,5,3,5.0,711,-97.84897,30.2188,4,335
78702,St. Edwards,Entire home,Entire home/apt,10,4,7,1,4.91,650,-97.72596,30.25279,32,0
78704,St. Edwards,Entire home,Entire home/apt,6,3,4,1,4.8,601,-97.78923,30.25273,25,86
78745,St. Edwards,Entire home,Entire home/apt,10,4,12,3,4.83,595,-97.79418,30.22833,100,330
78702,St. Edwards,Entire home,Entire home/apt,8,4,7,3,4.93,595,-97.70674,30.274546,0,344
78704,St. Edwards,Entire home,Entire home/apt,7,3,3,3,5.0,579,-97.77913,30.24825,8,329
78704,St. Edwards,Entire home,Entire home/apt,8,3,8,3,4.89,578,-97.75387,30.24164,47,330
78748,St. Edwards,Entire home,Entire home/apt,12,5,10,2,4.82,534,-97.82669,30.18279,113,352
78702,St. Edwards,Entire home,Entire home/apt,7,3,5,2,4.92,425,-97.71946,30.2535,52,0
78751,St. Edwards,Entire home,Entire home/apt,6,3,5,30,4.89,319,-97.73301,30.30384,84,0
78702,St. Edwards,Entire home,Entire home/apt,4,1,1,1,4.82,165,-97.72125,30.25253,60,0
78756,St. Edwards,Entire home,Entire home/apt,4,2,2,2,4.85,153,-97.73546,30.32254,33,354
78705,St. Edwards,Entire home,Entire home/apt,6,2,4,2,4.85,145,-97.72513,30.28717,123,0
78704,St. Edwards,Entire home,Entire home/apt,6,3,3,3,5.0,1861,-97.79376,30.24985,1,365
78741,St. Edwards,Entire townhouse,Entire home/apt,7,4,5,3,4.74,1800,-97.74223,30.22484,296,179
78734,St. Edwards,Entire home,Entire home/apt,12,5,11,3,4.96,1307,-97.91564,30.37372,50,359
78704,St. Edwards,Entire home,Entire home/apt,10,4,11,3,4.87,1039,-97.77159,30.22994,91,340
78756,Brentwood,Entire condo,Entire home/apt,2,1,1,7,5.0,65,-97.73411,30.328197,4,129
78703,Old West Austin,Entire condo,Entire home/apt,2,1,1,2,4.96,236,-97.7563,30.27144,129,146
78741,Parker Lane,Entire rental unit,Entire home/apt,3,1,1,1,4.75,145,-97.73003,30.22709,9,0
78704,Galindo,Entire condo,Entire home/apt,6,3,3,14,4.93,220,-97.76427,30.2378,0,307
78745,Cherry Creek,Entire home,Entire home/apt,6,2,2,21,5.0,150,-97.81833,30.20114,1,317
78704,Bouldin Creek,Entire home,Entire home/apt,6,3,3,30,4.88,400,-97.76918,30.23319,25,164
78704,Bouldin Creek,Entire home,Entire home/apt,6,2,2,45,4.97,332,-97.7621,30.25048,68,0
78751,Hyde Park,Entire condo,Entire home/apt,2,1,1,28,5.0,86,-97.72429,30.30799,5,78
78722,Hyde Park,Private room in home,Private room,1,4,2,28,5.0,60,-97.7102,30.288916,1,178
78751,Hyde Park,Entire bungalow,Entire home/apt,3,2,2,28,4.89,191,-97.73034,30.30913,9,157
78751,Hyde Park,Entire condo,Entire home/apt,2,1,1,28,4.67,152,-97.72518,30.30786,9,41
78704,Travis Heights,Private room in home,Private room,1,1,1,3,5.0,219,-97.74755,30.246466,1,3
78704,Travis Heights,Entire guesthouse,Entire home/apt,2,1,1,3,4.9,201,-97.74763,30.24542,121,61
78745,South Austin,Entire home,Entire home/apt,6,3,3,3,5.0,190,-97.81118,30.21232,11,45
78746,West Lake Hills,Entire home,Entire home/apt,7,3,3,30,4.83,130,-97.78992,30.27841,6,136
78745,South Austin,Entire home,Entire home/apt,4,3,3,3,5.0,170,-97.78842,30.22203,7,0
78717,Davis Spring,Private room in home,Private room,1,1,1,2,4.93,69,-97.77089,30.49286,0,0
78717,Davis Spring,Private room in earthen home,Private room,1,1,1,31,5.0,64,-97.77054,30.49107,4,350
78717,Davis Spring,Private room in home,Private room,1,1,1,1,4.93,51,-97.77158,30.49301,0,353
78741,East Riverside,Entire home,Entire home/apt,4,2,2,3,4.56,264,-97.73338,30.24026,34,2
78745,Cherry Creek,Entire guest suite,Entire home/apt,2,1,2,1,4.8,100,-97.79356,30.22459,5,0
78704,Barton Hills,Entire home,Entire home/apt,6,3,3,2,5.0,340,-97.78655,30.25252,6,100
78731,Highland Park West,Entire home,Entire home/apt,7,4,4,5,4.93,550,-97.75838,30.33299,0,0
78704,Greater South River City,Private room in home,Private room,2,1,1,1,4.93,115,-97.749374,30.234985,0,51
78704,South Lamar,Entire home,Entire home/apt,6,3,3,1,4.93,242,-97.78157,30.23012,45,75
78702,East Downtown,Private room in home,Private room,2,1,1,2,4.83,155,-97.7269,30.2733,351,297
78723,Mueller,Private room in townhouse,Private room,2,1,1,2,5.0,109,-97.69724,30.29945,16,176
78745,East Congress,Private room in guesthouse,Private room,2,1,2,2,5.0,93,-97.7695,30.2101,12,180
78745,East Congress,Camper/RV,Entire home/apt,3,1,2,2,5.0,81,-97.77129,30.20872,12,364
78745,East Congress,Entire guesthouse,Entire home/apt,3,1,2,3,4.82,76,-97.77117,30.20943,176,361
78745,East Congress,Camper/RV,Entire home/apt,2,1,2,3,5.0,71,-97.76876,30.20965,6,357
78745,East Congress,Camper/RV,Entire home/apt,2,1,1,2,4.94,59,-97.77075,30.21035,33,362
78745,East Congress,Private room in tiny home,Private room,2,1,1,3,4.88,53,-97.76899,30.20988,99,364
78745,East Congress,Private room in tiny home,Private room,1,1,1,3,4.89,51,-97.76912,30.20975,55,82
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,4.89,20,-97.76873,30.21038,37,362
78745,East Congress,Campsite,Entire home/apt,16,1,16,2,4.88,20,-97.76891,30.20901,26,363
78745,East Congress,Campsite,Entire home/apt,16,10,16,2,4.75,20,-97.77079,30.2099,12,363
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,5.0,20,-97.76987,30.20814,7,87
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,4.79,20,-97.77161,30.21033,19,84
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,5.0,20,-97.7715,30.20857,3,359
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,5.0,20,-97.77094,30.20846,3,365
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,4.75,20,-97.76978,30.20854,4,365
78745,East Congress,Campsite,Entire home/apt,16,1,1,2,4.67,20,-97.76985,30.21018,3,365
78745,East Congress,Campsite,Entire home/apt,16,12,1,2,4.67,20,-97.77006,30.20858,3,362
78704,Barton Hills,Entire home,Entire home/apt,6,3,3,3,4.83,405,-97.78868,30.2433,6,131
78745,Cherry Creek,Entire home,Entire home/apt,7,3,5,30,4.87,150,-97.80978,30.21308,31,189
78721,Johnston Terrace,Entire home,Entire home/apt,4,2,2,28,4.9,181,-97.68809,30.25488,21,348
78704,South Lamar,Entire rental unit,Entire home/apt,2,1,1,2,4.8,154,-97.76015,30.25558,87,81
78703,Downtown Austin,Private room in rental unit,Private room,1,1,1,1,5.0,250,-97.75518,30.26843,1,0
78702,East Downtown,Entire townhouse,Entire home/apt,6,3,3,2,5.0,590,-97.72963,30.26999,2,0
78730,Long Canyon,Entire rental unit,Entire home/apt,4,2,1,4,4.93,350,-97.79621,30.35672,0,0
78704,South Lamar,Private room in rental unit,Private room,2,1,1,1,4.93,500,-97.78427,30.24248,0,0
78745,South Manchaca,Entire home,Entire home/apt,6,3,3,3,5.0,600,-97.77901,30.21467,2,365
78702,Govalle,Entire home,Entire home/apt,4,2,2,2,5.0,275,-97.69781,30.27134,5,358
78704,Bouldin Creek,Entire home,Entire home/apt,4,2,2,3,4.89,400,-97.75562,30.25472,9,0
78741,Montopolis,Entire home,Entire home/apt,7,4,3,3,5.0,450,-97.68943,30.2252,6,0
78745,Cherry Creek,Entire home,Entire home/apt,6,3,3,2,4.93,193,-97.819016,30.199207,0,357
78702,Rosewood,Entire home,Entire home/apt,7,2,3,3,4.63,335,-97.70824,30.26772,39,6
78704,Barton Hills,Entire guest suite,Entire home/apt,4,1,2,2,4.93,118,-97.7748,30.25822,242,216
78704,Bouldin Creek,Entire rental unit,Entire home/apt,4,2,2,1,4.93,183,-97.76008,30.24583,126,338
78721,MLK 183,Entire home,Entire home/apt,2,1,1,1,4.67,100,-97.68403,30.26994,6,9
78702,East Downtown,Entire home,Entire home/apt,5,2,3,4,4.5,694,-97.72968,30.25328,2,0
78724,Colony Park,Private room in home,Private room,4,2,2,2,4.89,87,-97.64818,30.28198,171,65
78724,Colony Park,Entire home,Entire home/apt,8,3,3,2,4.83,205,-97.64966,30.28354,185,148
78702,Holly,Entire rental unit,Entire home/apt,1,1,1,4,5.0,100,-97.71588,30.26009,2,10
78702,Holly,Entire condo,Entire home/apt,2,1,1,21,1.0,128,-97.7116,30.25595,1,0
78703,Old West Austin,Entire home,Entire home/apt,4,1,2,1,4.5,129,-97.75517,30.27267,12,0
78701,Downtown Austin,Private room in rental unit,Private room,3,1,1,2,4.84,82,-97.74894,30.27241,164,0
78701,Downtown Austin,Entire rental unit,Entire home/apt,6,2,3,3,4.38,299,-97.74796,30.27247,8,0
78704,Barton Hills,Entire home,Entire home/apt,6,3,3,2,0.0,807,-97.77856,30.25398,1,74
78702,East Downtown,Entire home,Entire home/apt,6,3,4,5,4.95,986,-97.73104,30.26055,21,0
78702,East Downtown,Entire guesthouse,Entire home/apt,4,1,2,1,4.87,123,-97.71773,30.2773,603,1
78701,Downtown Austin,Entire rental unit,Entire home/apt,3,1,1,1,4.74,128,-97.74536,30.27986,989,3
78701,Downtown Austin,Entire rental unit,Entire home/apt,7,3,3,1,5.0,714,-97.73988,30.255976,1,361
78704,Downtown Austin,Entire condo,Entire home/apt,8,1,4,1,4.37,250,-97.7478,30.25119,51,0
78704,Downtown Austin,Entire condo,Entire home/apt,6,2,2,1,4.77,186,-97.74777,30.25309,43,245
78701,Downtown Austin,Entire rental unit,Entire home/apt,10,3,5,1,4.33,1093,-97.74285,30.26551,6,0
78739,Alta Mira,Entire home,Entire home/apt,6,3,4,7,5.0,150,-97.92239,30.18883,1,260
78704,Bouldin Creek,Entire guest suite,Entire home/apt,2,1,1,1,4.95,181,-97.756,30.25909,413,315
78702,Rosewood,Entire home,Entire home/apt,5,3,3,29,4.89,179,-97.70421,30.27539,9,353
78701,Downtown Austin,Entire condo,Entire home/apt,6,2,2,1,4.85,178,-97.74548,30.26843,362,0
78702,East Cesar Chavez,Entire rental unit,Entire home/apt,2,1,1,2,4.93,400,-97.72811,30.26293,0,179
78702,East Downtown,Entire guesthouse,Entire home/apt,4,1,4,4,4.98,186,-97.7155,30.27449,282,56
78705,University of Texas at Autin,Entire rental unit,Entire home/apt,2,1,1,30,5.0,99,-97.73881,30.29905,1,362
78705,University of Texas at Autin,Entire rental unit,Entire home/apt,2,1,1,30,5.0,99,-97.7398,30.29815,1,179
78702,East Downtown,Entire cottage,Entire home/apt,4,1,1,2,4.97,89,-97.72662,30.25251,172,0
78756,Allandale,Entire guesthouse,Entire home/apt,3,1,1,29,5.0,98,-97.74362,30.32665,23,248
78704,Bouldin Creek,Entire home,Entire home/apt,12,5,6,3,4.74,756,-97.75472,30.24583,84,328
78746,Westlake Hills,Entire guesthouse,Entire home/apt,2,1,1,2,4.98,174,-97.81276,30.27091,100,364
78746,Westlake Hills,Entire home,Entire home/apt,6,3,3,3,5.0,495,-97.80794,30.30085,7,354
78745,Cherry Creek,Private room in home,Private room,1,1,1,30,4.64,70,-97.81479,30.20539,12,86
78745,Cherry Creek,Private room in home,Private room,2,1,1,30,5.0,100,-97.81398,30.20274,1,0
78751,Hancock,Shared room in home,Shared room,4,1,2,1,4.93,175,-97.72535,30.30137,0,0
