zip_code,neighborhood,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,rating,price,longitude,latitude,total_reviews,availability_365
78744,McKinney,Private room in home,Private room,2,1,1,2,4.77,98,-97.75119,30.17937,13,241
78744,McKinney,Private room in home,Private room,2,1,1,1,4.46,80,-97.7508,30.17879,13,265
78744,McKinney,Tent,Entire home/apt,2,1,1,1,4.94,40,-97.75093,30.18005,18,148
78725,Austins' Colony,Entire cottage,Entire home/apt,4,2,4,1,4.93,138,-97.57637,30.24147,0,125
78702,East Downtown,Entire guesthouse,Entire home/apt,3,1,1,30,4.68,135,-97.71234,30.27651,31,80
78701,Central City,Room in aparthotel,Entire home/apt,4,1,2,2,4.93,300,-97.74852,30.27064,0,0
78702,East Downtown,Entire home,Entire home/apt,6,3,4,3,4.93,200,-97.70463,30.25123,0,87
78702,East Downtown,Entire guesthouse,Entire home/apt,3,1,2,2,4.84,176,-97.73441,30.26057,630,298
78729,SW Williamson Co.,Private room in home,Private room,2,1,1,1,4.9,42,-97.78422,30.45697,275,0
78704,Bouldin Creek,Entire guesthouse,Entire home/apt,2,1,1,30,4.83,110,-97.76119,30.24492,60,161
78705,West Campus,Entire condo,Entire home/apt,2,2,3,30,4.88,136,-97.75145,30.28588,33,134
78705,West Campus,Entire condo,Entire home/apt,2,1,2,30,4.91,127,-97.75258,30.28714,34,241
78704,Travis Heights,Entire guesthouse,Entire home/apt,2,1,1,30,4.97,109,-97.73587,30.24885,122,0
78704,Zilker,Entire guesthouse,Entire home/apt,2,1,2,3,4.97,240,-97.76487,30.26034,295,133
78704,Travis Heights,Entire home,Entire home/apt,3,2,2,2,4.93,195,-97.74042,30.24505,0,0
78745,Travis Heights,Entire home,Entire home/apt,4,2,2,1,4.5,135,-97.78252,30.21171,2,24
78745,Travis Heights,Entire home,Entire home/apt,4,2,2,1,4.71,117,-97.78222,30.21141,28,7
78733,Austin_Hills_Lake_Estates,Entire home,Entire home/apt,4,2,2,4,4.67,499,-97.85852,30.34674,6,180
78741,East Riverside,Entire guest suite,Entire home/apt,2,1,1,4,4.53,85,-97.73682,30.23466,48,36
78750,Spicewood At Bullcreek,Entire guesthouse,Entire home/apt,2,1,5,30,4.92,65,-97.80673,30.43238,13,27
78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2,4,30,5.0,180,-97.76714,30.43297,6,75
78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2,2,30,5.0,154,-97.76824,30.43279,1,111
78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2,3,2,4.75,152,-97.77223,30.4331,4,104
78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2,3,30,4.93,130,-97.76832,30.43283,0,348
78722,Upper Boggy Creek,Entire home,Entire home/apt,8,3,6,5,4.93,900,-97.72106,30.28655,0,0
78741,East Riverside - Oltorf,Entire home,Entire home/apt,16,5,13,2,4.98,2178,-97.71048,30.23007,42,332
78702,Central East Austin,Entire home,Entire home/apt,3,2,2,31,4.93,250,-97.72945,30.27536,0,193
78746,Zilker,Entire home,Entire home/apt,8,4,4,2,4.25,799,-97.7963,30.25252,4,362
78704,Zilker,Entire townhouse,Entire home/apt,4,2,2,3,5.0,485,-97.76634,30.2554,3,364
78745,Cherry Creek,Entire bungalow,Entire home/apt,3,3,2,3,5.0,171,-97.78754,30.19756,2,134
78702,Govalle,Entire home,Entire home/apt,5,2,2,4,5.0,275,-97.69736,30.26505,2,0
78704,Travis Heights,Treehouse,Entire home/apt,4,1,2,1,4.87,154,-97.73935,30.24486,474,283
78704,Travis Heights,Entire guesthouse,Entire home/apt,4,1,3,1,4.88,134,-97.73966,30.24654,345,271
78745,South Austin,Entire guesthouse,Entire home/apt,2,1,1,4,4.95,158,-97.78166,30.22358,37,155
78758,Sun Bay South,Entire rental unit,Entire home/apt,4,1,3,5,5.0,90,-97.72372,30.39774,2,293
78758,Sun Bay South,Entire rental unit,Entire home/apt,4,1,3,31,4.93,126,-97.72364,30.395231,0,185
78702,East Downtown,Entire guesthouse,Entire home/apt,2,1,1,1,4.98,206,-97.73146,30.26001,278,214
78702,East Downtown,Entire home,Entire home/apt,3,2,2,30,5.0,160,-97.73072,30.26098,17,306
78702,East Downtown,Entire home,Entire home/apt,14,5,10,2,4.99,746,-97.71981,30.26436,131,194
78702,East Downtown,Entire home,Entire home/apt,16,6,8,2,4.98,1221,-97.70803,30.25974,60,228
78722,Cherrywood,Entire rental unit,Entire home/apt,2,1,1,4,4.71,239,-97.72027,30.28365,7,80
78741,Montopolis,Private room in home,Private room,2,1,1,1,5.0,75,-97.69371,30.22535,1,0
78741,East Riverside,Entire guesthouse,Entire home/apt,2,1,1,29,4.94,65,-97.73225,30.23614,50,207
78702,Holly,Entire guesthouse,Entire home/apt,4,1,2,1,4.94,125,-97.72129,30.2518,803,24
78704,St. Edwards,Entire rental unit,Entire home/apt,2,1,1,3,4.2,64,-97.74679,30.22881,6,0
78703,Clarksville,Entire rental unit,Entire home/apt,4,2,2,1,4.93,336,-97.75984,30.272963,0,18
78744,McKinney,Entire guest suite,Entire home/apt,6,2,3,2,4.91,93,-97.73784,30.19225,806,169
78741,Parker Lane,Entire home,Entire home/apt,5,3,3,3,4.94,1000,-97.73921,30.23115,63,363
78702,East Downtown,Entire home,Entire home/apt,3,1,2,30,5.0,99,-97.73245,30.25793,2,62
78734,Lakeway,Private room in home,Private room,2,1,2,2,4.8,50,-97.93237,30.37926,5,0
78704,Travis Heights,Entire home,Entire home/apt,4,2,2,3,4.97,417,-97.74679,30.2395,113,54
78704,Travis Heights,Entire guest suite,Entire home/apt,2,1,1,1,4.88,299,-97.7457,30.24718,8,0
78704,Travis Heights,Entire home,Entire home/apt,4,2,2,3,5.0,276,-97.74707,30.246325,10,130
78704,Travis Heights,Entire home,Entire home/apt,4,2,2,3,4.98,275,-97.74144,30.24182,55,154
78704,Travis Heights,Entire home,Entire home/apt,4,2,2,3,4.91,251,-97.74816,30.24572,301,124
78704,Travis Heights,Entire home,Entire home/apt,4,2,2,3,4.93,240,-97.74284,30.24194,41,145
78702,Holly,Entire guesthouse,Entire home/apt,2,1,1,1,4.94,98,-97.72386,30.25293,277,119
78702,Holly,Private room in home,Private room,4,2,2,1,4.92,77,-97.72446,30.25622,39,47
78702,Holly,Entire guesthouse,Entire home/apt,4,2,3,1,4.93,136,-97.72337,30.25381,413,107
78702,Holly,Entire home,Entire home/apt,5,2,3,1,4.92,125,-97.72321,30.25337,86,106
78702,Holly,Entire home,Entire home/apt,4,2,3,1,5.0,115,-97.72397,30.25594,34,102
78704,Dawson,Entire guesthouse,Entire home/apt,2,1,1,2,4.98,134,-97.76619,30.2309,446,0
78731,Leblon,Entire home,Entire home/apt,5,2,3,4,5.0,283,-97.75659,30.332045,7,91
78704,Barton Hills,Entire rental unit,Entire home/apt,2,1,1,28,4.86,95,-97.775856,30.26179,14,324
78751,Hyde Park,Entire home,Entire home/apt,4,2,2,30,4.95,75,-97.72528,30.30682,22,154
78703,Clarksville,Entire guesthouse,Entire home/apt,4,2,2,1,4.91,350,-97.75381,30.28074,166,124
78704,East Downtown,Entire home,Entire home/apt,5,3,3,2,4.77,496,-97.75611,30.24556,99,165
78702,East Downtown,Entire condo,Entire home/apt,4,1,1,1,4.85,244,-97.7328,30.26466,413,98
78704,East Downtown,Entire guesthouse,Entire home/apt,4,1,2,2,5.0,182,-97.77496,30.25475,9,1
78722,Upper Boggy Creek,Private room in home,Private room,2,1,1,1,5.0,210,-97.71829,30.28383,1,0
78757,Brentwood,Entire bungalow,Entire home/apt,4,2,2,120,4.94,221,-97.73708,30.33771,35,123
78757,Brentwood,Entire guesthouse,Entire home/apt,2,1,1,7,5.0,150,-97.73672,30.33975,14,35
78722,"Cherrywood, Delwood",Entire home,Entire home/apt,8,4,4,3,5.0,625,-97.70641,30.28526,8,177
78704,Greater South River City,Entire townhouse,Entire home/apt,4,2,3,3,4.9,397,-97.74832,30.24868,10,35
78704,South Lamar,Entire bungalow,Entire home/apt,4,2,2,30,5.0,150,-97.77771,30.23758,8,294
78702,East Downtown,Entire home,Entire home/apt,9,4,5,3,5.0,695,-97.73244,30.25688,13,0
78727,Angus Valley,Entire townhouse,Entire home/apt,6,2,4,4,4.89,297,-97.73183,30.41419,44,137
78702,Blackshear-Prospect Hill,Entire bungalow,Entire home/apt,4,2,2,2,4.92,193,-97.72183,30.26975,13,30
78704,South First,Entire home,Entire home/apt,7,3,4,3,4.93,850,-97.75493,30.24643,0,0
78748,Shady Hollow,Entire home,Entire home/apt,4,2,2,4,4.9,155,-97.8196,30.14731,41,177
78704,South Lamar,Entire home,Entire home/apt,8,3,4,3,4.8,472,-97.78413,30.254295,10,10
78704,South Lamar,Entire home,Entire home/apt,5,2,2,14,4.77,228,-97.7835,30.2311,26,2
78702,Holly,Entire home,Entire home/apt,4,2,2,90,5.0,185,-97.71743,30.25763,1,165
78757,Wooten,Entire home,Entire home/apt,6,3,6,2,4.93,203,-97.724556,30.367495,0,362
78723,Culver City,Entire home,Entire home/apt,5,2,3,2,4.92,137,-97.67099,30.3164,38,187
78722,Cherrywood,Entire home,Entire home/apt,4,2,2,2,4.93,282,-97.70913,30.285887,0,86
78723,Windsor Park,Entire home,Entire home/apt,11,4,6,2,5.0,600,-97.69954,30.31096,1,4
78702,Holly,Entire home,Entire home/apt,3,1,1,2,4.94,210,-97.72416,30.25246,94,14
78704,Gold Coast,Entire guest suite,Entire home/apt,2,1,1,2,4.84,175,-97.73556,30.24697,189,160
78723,Pecan Springs Springdale,Entire rental unit,Entire home/apt,4,2,2,2,5.0,63,-97.675224,30.307787,3,178
78723,Windsor Park,Entire home,Entire home/apt,6,3,3,2,5.0,250,-97.69683,30.31211,2,0
78704,Bouldin Creek,Entire guesthouse,Entire home/apt,4,1,3,2,4.89,144,-97.75756,30.25525,441,155
78702,Central East Austin,Entire guesthouse,Entire home/apt,4,1,2,1,5.0,186,-97.72082,30.27167,24,137
78704,Travis Heights,Tiny home,Entire home/apt,2,1,1,3,4.87,98,-97.73776,30.24455,281,332
78704,Travis Heights,Entire home,Entire home/apt,2,1,1,5,5.0,260,-97.73835,30.2467,14,68
78704,Travis Heights,Entire cottage,Entire home/apt,3,1,1,3,4.64,178,-97.73792,30.24467,34,91
78731,Northwest Hills,Entire home,Entire home/apt,4,2,2,2,4.92,450,-97.76207,30.35123,37,348
78704,Mission District,Entire home,Entire home/apt,10,4,6,2,4.94,563,-97.76258,30.23003,153,0
78704,Mission District,Entire home,Entire home/apt,10,4,9,2,4.89,557,-97.75557,30.23835,252,130
78726,Mission District,Entire home,Entire home/apt,6,4,4,30,4.5,446,-97.83038,30.43476,2,264
78759,Mission District,Entire condo,Entire home/apt,4,2,2,30,4.94,110,-97.75864,30.3743,18,259
78746,Rollingwood,Entire home,Entire home/apt,11,5,6,2,4.6,565,-97.79968,30.28004,17,0
78745,Rollingwood,Entire home,Entire home/apt,7,3,3,2,5.0,223,-97.79644,30.22393,2,251
78746,Rollingwood,Entire condo,Entire home/apt,4,2,2,1,4.92,196,-97.79798,30.31054,13,284
78746,Rollingwood,Entire condo,Entire home/apt,6,3,2,2,4.86,168,-97.79958,30.31102,7,262
78704,South Lamar,Entire home,Entire home/apt,4,2,2,30,4.73,400,-97.77768,30.24413,15,363
78704,South Lamar,Private room in home,Private room,2,1,1,30,4.25,105,-97.77393,30.23888,4,365
78704,South Congress,Entire condo,Entire home/apt,2,1,1,90,4.5,54,-97.75345,30.24276,2,43
78704,South Congress,Entire condo,Entire home/apt,2,1,1,365,5.0,50,-97.75294,30.24264,1,365
78745,Cherry Creek,Entire home,Entire home/apt,7,3,5,2,4.87,225,-97.7951,30.19862,95,311
78745,Cherry Creek,Entire home,Entire home/apt,7,4,4,2,4.83,236,-97.82318,30.20376,6,58
78757,Crestview,Entire bungalow,Entire home/apt,4,2,2,2,4.93,229,-97.72393,30.34595,0,0
78725,MLK 183,Entire guesthouse,Entire home/apt,3,1,2,1,5.0,112,-97.66038,30.28429,1,86
78725,MLK 183,Camper/RV,Entire home/apt,3,2,2,1,4.78,100,-97.662,30.28252,59,87
78741,Parker Lane,Private room in home,Private room,1,1,1,3,5.0,66,-97.72471,30.22082,12,13
78741,Parker Lane,Private room in home,Private room,1,1,1,3,4.97,104,-97.72651,30.21971,35,44
78702,East Downtown,Entire rental unit,Entire home/apt,2,1,1,1,4.93,146,-97.73014,30.2698,0,0
78721,Johnston Terrace,Entire rental unit,Entire home/apt,2,1,1,4,4.93,545,-97.69417,30.261457,0,49
78704,Zilker,Entire guest suite,Entire home/apt,3,1,2,1,4.84,99,-97.77582,30.25433,355,46
78704,Zilker,Entire guest suite,Entire home/apt,4,1,2,1,4.88,137,-97.77676,30.254536,236,74
78723,Windsor Park,Entire home,Entire home/apt,6,3,3,3,5.0,120,-97.70253,30.31369,15,0
78704,East Riverside,Entire home,Entire home/apt,6,3,3,2,5.0,956,-97.73727,30.24059,12,70
78758,North Burnet,Private room in home,Private room,1,1,1,30,5.0,43,-97.70749,30.37783,7,219
78701,Downtown Austin,Entire loft,Entire home/apt,6,2,1,2,5.0,150,-97.74167,30.26523,3,0
78702,East Downtown,Entire home,Entire home/apt,4,2,2,1,4.97,274,-97.71894,30.26747,383,55
78704,Travis Heights,Private room in home,Private room,3,1,2,1,4.6,84,-97.74828,30.24574,5,360
78704,Travis Heights,Entire home,Entire home/apt,6,2,3,1,4.72,203,-97.74935,30.24498,112,358
78721,MLK,Entire home,Entire home/apt,6,2,2,2,4.93,361,-97.68343,30.27376,0,0
78702,East Downtown,Entire guesthouse,Entire home/apt,4,2,3,2,4.83,279,-97.72432,30.27427,47,0
78754,Pioneer Crossing,Private room in home,Private room,2,1,1,3,4.8,69,-97.65037,30.37219,15,172
78704,Bouldin Creek,Entire rental unit,Entire home/apt,3,2,3,14,4.75,120,-97.75645,30.2559,4,267
78756,Allandale,Entire guesthouse,Entire home/apt,4,1,1,30,5.0,99,-97.74462,30.33229,5,328
78752,Allandale,Entire home,Entire home/apt,4,2,1,30,5.0,105,-97.7115,30.3383,3,289
78702,East Downtown,Entire home,Entire home/apt,3,1,2,2,5.0,421,-97.728,30.27321,32,313
78702,Foster Heights,Entire home,Entire home/apt,4,2,3,3,4.93,261,-97.71891,30.273481,0,5
78704,South First,Entire home,Entire home/apt,6,3,3,2,5.0,595,-97.75656,30.24876,8,55
78704,South First,Entire guest suite,Entire home/apt,2,1,1,2,4.94,131,-97.76192,30.24965,169,147
78703,Old West Austin,Entire home,Entire home/apt,6,3,3,3,4.93,1575,-97.76178,30.28654,0,358
78759,Great Hills,Private room in home,Private room,2,1,2,32,4.79,80,-97.76685,30.42035,33,83
78737,West Oak Hill,Entire guest suite,Entire home/apt,4,1,4,2,4.9,229,-97.91042,30.22242,21,328
78733,Rob Roy,Private room in home,Private room,2,1,1,1,4.66,89,-97.85749,30.34954,71,80
78733,Rob Roy,Private room in home,Private room,2,1,1,2,4.83,82,-97.85608,30.34998,187,170
78704,South Congress,Entire guesthouse,Entire home/apt,3,1,3,2,4.89,165,-97.74913,30.24648,175,44
78704,Zilker,Entire condo,Entire home/apt,4,1,1,2,4.97,181,-97.77276,30.26146,213,306
78704,Zilker,Entire guesthouse,Entire home/apt,6,1,3,1,4.91,109,-97.76995,30.25756,955,326
78722,Cherrywood,Camper/RV,Entire home/apt,4,1,2,1,4.93,85,-97.72355,30.285547,0,263
78722,Cherrywood,Entire home,Entire home/apt,3,2,2,4,5.0,265,-97.72183,30.28695,4,74
78702,Central East Austin,Entire home,Entire home/apt,4,2,2,31,4.93,162,-97.72597,30.27479,15,254
78702,East Downtown,Entire home,Entire home/apt,2,1,1,2,5.0,98,-97.72831,30.25392,34,0
78702,East Downtown,Private room in home,Private room,2,1,1,2,5.0,85,-97.72755,30.25247,19,0
78704,Barton Hills,Entire home,Entire home/apt,6,4,3,3,4.93,1622,-97.78513,30.24437,67,94
78722,Upper Boggy Creek,Entire home,Entire home/apt,9,3,4,4,4.93,700,-97.71433,30.28875,0,0
78702,Rosewood,Entire home,Entire home/apt,6,3,3,2,5.0,180,-97.70256,30.27229,14,157
78737,Barton Creek,Entire guesthouse,Entire home/apt,4,1,2,1,4.85,99,-97.92051,30.2297,55,53
78722,East Austin,Entire home,Entire home/apt,8,4,6,2,5.0,411,-97.71592,30.28211,5,72
78741,Pleasant Valley,Private room in condo,Private room,2,1,1,14,4.93,30,-97.71788,30.22998,0,0
78702,Govalle,Entire home,Entire home/apt,8,3,4,2,5.0,291,-97.703,30.26678,33,108
78723,Windsor Park,Entire home,Entire home/apt,5,4,4,5,4.93,400,-97.69189,30.30262,0,14
78722,Upper Boggy Creek,Entire bungalow,Entire home/apt,4,1,1,1,4.31,70,-97.71921,30.29463,14,0
78705,West Campus,Entire condo,Entire home/apt,4,1,1,2,4.67,81,-97.74188,30.29386,16,0
78704,West Campus,Entire home,Entire home/apt,5,2,2,1,5.0,200,-97.76308,30.25734,3,0
78704,South Congress,Entire rental unit,Entire home/apt,4,1,1,2,4.9,130,-97.74878,30.25284,10,0
78734,Lakeway,Houseboat,Entire home/apt,2,1,3,2,4.95,235,-97.96251,30.37737,56,179
78705,West Campus,Private room in rental unit,Private room,1,1,1,1,4.0,35,-97.74821,30.28941,1,0
78744,Crossing At Onion Creek,Private room in home,Private room,2,1,1,1,4.92,57,-97.78333,30.15795,24,171
78744,Crossing At Onion Creek,Private room in home,Private room,2,1,1,1,4.92,51,-97.7815,30.15973,12,171
78744,Crossing At Onion Creek,Entire home,Entire home/apt,9,4,5,2,5.0,273,-97.7813,30.15987,8,6
78703,Downtown Austin,Private room in rental unit,Private room,6,2,4,3,4.93,440,-97.75158,30.269709,0,359
78751,North Loop,Entire guesthouse,Entire home/apt,1,1,1,90,4.87,165,-97.72185,30.32034,54,0
78704,Bouldin Creek,Entire condo,Entire home/apt,4,2,2,60,5.0,79,-97.75398,30.24275,3,215
78734,Lakeway,Entire home,Entire home/apt,12,3,8,3,4.66,531,-97.95457,30.38203,111,126
78749,South Austin,Entire home,Entire home/apt,12,3,8,2,5.0,448,-97.83713,30.215172,7,76
78705,Central Austin,Entire guesthouse,Entire home/apt,4,1,2,2,4.86,223,-97.72213,30.29447,28,74
78723,Mueller,Entire home,Entire home/apt,8,3,5,2,4.97,414,-97.69901,30.29523,29,24
78723,Mueller,Entire home,Entire home/apt,8,3,1,1,5.0,225,-97.69906,30.29568,1,11
78704,Galindo,Entire guesthouse,Entire home/apt,3,1,1,2,4.94,239,-97.76611,30.23644,36,12
78722,Upper Boggy Creek,Entire home,Entire home/apt,3,2,2,28,4.54,325,-97.71964,30.29288,16,83
78757,Crestview,Private room in rental unit,Private room,2,1,1,1,4.92,38,-97.7209,30.33817,130,0
78702,Blackshear-Prospect Hill,Tiny home,Entire home/apt,2,1,1,2,5.0,189,-97.720436,30.266075,1,365
78702,Central East Austin,Entire home,Entire home/apt,4,2,2,2,4.88,329,-97.72745,30.26642,8,218
78759,Balcones Civic Association,Entire rental unit,Entire home/apt,5,2,2,1,4.93,300,-97.75867,30.37433,0,0
78748,Stablewood At Slaughter Creek,Entire home,Entire home/apt,4,4,4,7,4.93,386,-97.80605,30.15155,0,250
78732,Steiner Ranch,Entire vacation home,Entire home/apt,6,6,8,2,4.9,645,-97.88682,30.41641,114,317
78732,Steiner Ranch,Entire home,Entire home/apt,6,2,2,7,4.87,400,-97.88915,30.41813,34,32
78745,South Austin,Private room in guest suite,Private room,2,1,1,1,4.89,110,-97.80093,30.19315,65,165
78704,South First,Private room in home,Private room,2,1,1,2,4.91,146,-97.75262,30.25381,164,39
78746,Westlake Hills,Entire home,Entire home/apt,10,5,5,5,5.0,950,-97.78865,30.26999,4,352
78757,Wooten,Entire condo,Entire home/apt,2,1,1,30,4.73,89,-97.73071,30.35908,38,2
78731,Rosedale,Entire guesthouse,Entire home/apt,2,1,1,3,4.91,132,-97.75066,30.313,412,5
78741,Parker Lane,Entire home,Entire home/apt,4,2,2,30,4.85,95,-97.73513,30.22317,60,299
78733,Rob Roy,Private room in home,Private room,2,1,1,2,4.93,104,-97.882,30.33877,0,0
78701,West Campus,Entire rental unit,Entire home/apt,4,2,2,30,4.97,257,-97.74169,30.27014,39,119
78705,West Campus,Entire rental unit,Entire home/apt,4,2,2,30,4.88,111,-97.74478,30.29016,59,67
78702,East Cesar Chavez,Entire bungalow,Entire home/apt,5,3,3,30,4.98,398,-97.71804,30.26526,42,166
78723,Pecan Springs Springdale,Entire townhouse,Entire home/apt,4,2,2,2,4.95,181,-97.67246,30.30512,80,273
78723,Pecan Springs Springdale,Entire home,Entire home/apt,4,2,2,4,5.0,129,-97.67182,30.30623,3,296
78701,Downtown Austin,Entire rental unit,Entire home/apt,5,1,3,500,5.0,10000,-97.74971,30.26809,1,180
78704,Zilker,Entire home,Entire home/apt,6,3,5,30,4.88,125,-97.77414,30.25269,49,216
78702,East Downtown,Entire home,Entire home/apt,4,2,2,4,5.0,400,-97.71527,30.2638,3,0
78704,South Lamar,Entire home,Entire home/apt,6,2,4,2,4.69,550,-97.7766,30.24365,13,1
78704,South Lamar,Entire home,Entire home/apt,2,1,1,2,4.82,194,-97.77923,30.24473,251,0
78705,Hancock,Entire home,Entire home/apt,4,2,2,2,5.0,110,-97.73107,30.29458,4,0
78704,Greater South River City,Private room in home,Private room,2,1,1,3,5.0,392,-97.74955,30.23918,2,363
78704,Greater South River City,Entire cottage,Entire home/apt,2,1,1,3,5.0,307,-97.74804,30.23974,1,29
78704,Greater South River City,Private room in rental unit,Private room,2,1,1,2,5.0,242,-97.74817,30.23945,2,76
78751,Hyde Park,Entire home,Entire home/apt,6,3,6,30,5.0,149,-97.72538,30.31036,2,193
78741,East Riverside,Entire condo,Entire home/apt,2,1,1,2,4.95,200,-97.72945,30.24538,125,168
78702,East Downtown,Entire home,Entire home/apt,14,5,14,2,4.95,893,-97.72491,30.26945,196,148
78744,McKinney,Entire home,Entire home/apt,7,3,4,2,4.93,159,-97.72454,30.158386,0,291
78721,MLK 183,Private room in townhouse,Private room,2,1,1,2,4.95,71,-97.69247,30.27468,95,7
78703,Tarrytown,Entire cottage,Entire home/apt,6,3,3,3,5.0,556,-97.76924,30.29116,6,65
78703,Tarrytown,Entire guesthouse,Entire home/apt,2,1,2,2,4.97,163,-97.76886,30.29033,424,191
78704,St. Edwards,Entire home,Entire home/apt,4,2,2,3,5.0,185,-97.75151,30.23424,2,147
78721,MLK 183,Private room in home,Private room,1,1,1,30,4.83,28,-97.68782,30.25712,6,126
78751,Hancock,Entire home,Entire home/apt,2,1,1,2,5.0,100,-97.71953,30.30561,1,0
78745,South Austin,Entire guest suite,Entire home/apt,2,1,1,1,4.94,89,-97.78975,30.22072,265,157
78752,St. Johns,Private room in townhouse,Private room,3,2,1,2,4.93,114,-97.68429,30.32336,0,0
78745,Sunset Valley,Private room in home,Private room,1,1,1,30,5.0,86,-97.81252,30.22915,2,363
78722,Upper Boggy Creek,Entire guest suite,Entire home/apt,3,1,2,2,4.95,144,-97.71939,30.29192,222,48
78702,Holly,Entire home,Entire home/apt,8,3,5,2,4.94,400,-97.72552,30.25505,16,0
78741,East Riverside - Oltorf,Entire home,Entire home/apt,10,3,5,3,4.8,279,-97.72513,30.22044,5,331
78704,South Congress,Entire home,Entire home/apt,5,3,3,2,4.93,875,-97.75144,30.24481,0,364
78702,Blackshear-Prospect Hill,Private room in home,Private room,2,1,1,2,5.0,115,-97.72425,30.266628,1,27
78702,East Downtown,Entire home,Entire home/apt,4,2,2,2,5.0,200,-97.71685,30.26237,1,0
78704,Zilker,Entire home,Entire home/apt,4,2,2,2,4.69,179,-97.77985,30.25023,53,325
78741,Montopolis,Entire guest suite,Entire home/apt,4,2,3,1,4.96,199,-97.69363,30.22416,80,316
78704,South Lamar,Entire home,Entire home/apt,4,2,2,2,3.67,230,-97.78451,30.23112,3,179
78735,Oak Hill,Private room in home,Private room,2,1,1,3,4.93,125,-97.87609,30.24374,0,0
78737,West Oak Hill,Camper/RV,Entire home/apt,3,1,1,1,4.93,250,-97.92215,30.22479,60,0
78704,Zilker,Entire guesthouse,Entire home/apt,2,1,1,2,5.0,375,-97.76869,30.25436,18,164
78704,Zilker,Entire home,Entire home/apt,8,4,4,4,4.99,1143,-97.76772,30.25659,91,122
78701,Downtown Austin,Entire home,Entire home/apt,6,3,3,1,4.57,260,-97.7486,30.27485,7,0
78701,Downtown Austin,Entire home,Entire home/apt,5,3,3,1,5.0,259,-97.74793,30.27521,2,0
78701,Downtown Austin,Entire home,Entire home/apt,6,3,4,1,4.2,240,-97.74799,30.27672,6,0
78702,East Downtown,Entire home,Entire home/apt,6,4,6,5,5.0,860,-97.71551,30.27596,14,0
78705,University of Texas at Autin,Entire guesthouse,Entire home/apt,2,2,2,1,4.77,177,-97.74114,30.2991,44,335
78702,MLK 183,Entire home,Entire home/apt,6,3,4,4,4.82,79,-97.71135,30.27443,11,108
78702,East Cesar Chavez,Entire home,Entire home/apt,12,5,8,1,5.0,928,-97.73,30.25918,44,334
78752,St. Johns,Entire home,Entire home/apt,8,3,4,2,4.51,242,-97.68575,30.32983,195,161
78702,East Downtown,Private room in home,Private room,2,1,2,1,5.0,399,-97.72726,30.26976,1,4
78702,East Downtown,Private room in home,Private room,2,1,1,3,4.98,120,-97.72693,30.27011,215,145
78757,Brentwood,Entire home,Entire home/apt,4,2,2,3,5.0,511,-97.73347,30.33809,10,343
78737,Barton Creek,Entire home,Entire home/apt,8,3,4,2,4.67,325,-97.8989,30.21491,3,178
78723,Windsor Park,Entire home,Entire home/apt,3,2,2,30,4.64,157,-97.6938,30.31418,14,73
78723,Windsor Park,Entire home,Entire home/apt,2,1,1,30,4.78,136,-97.69379,30.31502,36,75
78723,Windsor Park,Entire guesthouse,Entire home/apt,2,1,1,30,4.97,127,-97.6952,30.30933,38,67
78723,Windsor Park,Entire home,Entire home/apt,4,2,2,2,5.0,1024,-97.69991,30.3044,9,179
78751,Hancock,Entire guesthouse,Entire home/apt,4,1,2,2,4.82,84,-97.71434,30.31003,104,78
78751,Hancock,Entire home,Entire home/apt,6,2,3,2,5.0,194,-97.71245,30.31021,9,27
78704,Travis Heights,Entire guesthouse,Entire home/apt,2,1,1,1,4.9,133,-97.74217,30.24357,597,16
78704,South Congress,Entire condo,Entire home/apt,2,1,1,90,5.0,85,-97.75186,30.24099,4,358
78702,East Downtown,Entire guesthouse,Entire home/apt,2,1,2,1,4.7,68,-97.73009,30.25844,95,0
78702,East Downtown,Entire bungalow,Entire home/apt,4,2,3,4,4.71,225,-97.73253,30.26035,34,0
78723,Mueller,Entire home,Entire home/apt,4,2,2,4,4.93,400,-97.70512,30.29307,0,0
78756,Rosedale,Entire guesthouse,Entire home/apt,2,1,1,2,4.82,119,-97.74524,30.31372,131,135
78746,Bee Cave Woods,Entire home,Entire home/apt,6,4,4,2,4.93,1729,-97.79833,30.2702,0,364
78751,Hyde Park,Private room in rental unit,Private room,2,2,1,1,4.93,130,-97.73604,30.30371,0,0
78704,Cheesman Park,Entire condo,Entire home/apt,3,1,2,30,5.0,159,-97.75226,30.243319,1,0
78702,East Downtown,Entire home,Entire home/apt,6,3,4,3,4.95,683,-97.735146,30.25893,21,86
78704,Galindo,Entire home,Entire home/apt,7,3,3,83,4.93,750,-97.76411,30.23571,0,0
78704,Dawson,Entire rental unit,Entire home/apt,2,1,1,30,5.0,300,-97.76576,30.2313,2,338
78723,Windsor Park,Entire home,Entire home/apt,12,3,4,2,4.25,357,-97.68872,30.30393,4,179
78752,Highland,Private room in home,Private room,2,1,1,2,4.96,77,-97.71851,30.32395,259,334
78705,University of Texas at Autin,Entire guesthouse,Entire home/apt,2,1,1,30,4.9,150,-97.74235,30.30203,206,112
