id,host_id,zip_code,neighborhood,property_type,room_type,accommodates,bedrooms,beds,minimum_nights,rating,price,longitude,latitude,availability_365
32666944,23,78744,McKinney,Private room in home,Private room,2,1.0,1.0,2,4.77,98,-97.75119,30.17937,241
23629432,23,78744,McKinney,Private room in home,Private room,2,1.0,1.0,1,4.46,80,-97.7508,30.17879,265
39056933,23,78744,McKinney,Tent,Entire home/apt,2,1.0,1.0,1,4.94,40,-97.75093,30.18005,148
42625339,796,78725,Austins' Colony,Entire cottage,Entire home/apt,4,2.0,4.0,1,4.93,138,-97.57637,30.24147,125
17074156,2466,78702,East Downtown,Entire guesthouse,Entire home/apt,3,1.0,1.0,30,4.68,135,-97.71234,30.27651,80
43274463,5146,78701,Central City,Room in aparthotel,Entire home/apt,4,1.0,2.0,2,4.93,300,-97.74852,30.27064,0
23496,8028,78702,East Downtown,Entire home,Entire home/apt,6,3.0,4.0,3,4.93,200,-97.70463,30.25123,87
5456,8028,78702,East Downtown,Entire guesthouse,Entire home/apt,3,1.0,2.0,2,4.84,176,-97.73441,30.26057,298
5769,8186,78729,SW Williamson Co.,Private room in home,Private room,2,1.0,1.0,1,4.9,42,-97.78422,30.45697,0
609427,10615,78704,Bouldin Creek,Entire guesthouse,Entire home/apt,2,1.0,1.0,30,4.83,110,-97.76119,30.24492,161
50318,12409,78705,West Campus,Entire condo,Entire home/apt,2,2.0,3.0,30,4.88,136,-97.75145,30.28588,134
622495,12409,78705,West Campus,Entire condo,Entire home/apt,2,1.0,2.0,30,4.91,127,-97.75258,30.28714,241
6413,13879,78704,Travis Heights,Entire guesthouse,Entire home/apt,2,1.0,1.0,30,4.97,109,-97.73587,30.24885,0
6448,14156,78704,Zilker,Entire guesthouse,Entire home/apt,2,1.0,2.0,3,4.97,240,-97.76487,30.26034,133
6093402,16872,78704,Travis Heights,Entire home,Entire home/apt,3,2.0,2.0,2,4.93,195,-97.74042,30.24505,0
743441935227423999,16872,78745,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,1,4.5,135,-97.78252,30.21171,24
513741005953388605,16872,78745,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,1,4.71,117,-97.78222,30.21141,7
50754186,21279,78733,Austin Lake Estates,Entire home,Entire home/apt,4,2.0,2.0,4,4.67,499,-97.85852,30.34674,180
8502,25298,78741,East Riverside,Entire guest suite,Entire home/apt,2,1.0,1.0,4,4.53,85,-97.73682,30.23466,36
44593097,29811,78750,Spicewood At Bullcreek,Entire guesthouse,Entire home/apt,2,1.0,5.0,30,4.92,65,-97.80673,30.43238,27
49449717,29811,78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2.0,4.0,30,5.0,180,-97.76714,30.43297,75
672236950705705050,29811,78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2.0,2.0,30,5.0,154,-97.76824,30.43279,111
52202486,29811,78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2.0,3.0,2,4.75,152,-97.77223,30.4331,104
672235101392422265,29811,78759,Spicewood At Bullcreek,Entire townhouse,Entire home/apt,4,2.0,3.0,30,4.93,130,-97.76832,30.43283,348
22976884,31931,78722,Upper Boggy Creek,Entire home,Entire home/apt,8,3.0,6.0,5,4.93,900,-97.72106,30.28655,0
42222230,33001,78741,East Riverside - Oltorf,Entire home,Entire home/apt,16,5.0,13.0,2,4.98,2178,-97.71048,30.23007,332
817570922585467717,34399,78702,Central East Austin,Entire home,Entire home/apt,3,2.0,2.0,31,4.93,250,-97.72945,30.27536,193
8614178,37329,78746,Zilker,Entire home,Entire home/apt,8,4.0,4.0,2,4.25,799,-97.7963,30.25252,362
700110858468236388,37329,78704,Zilker,Entire townhouse,Entire home/apt,4,2.0,2.0,3,5.0,485,-97.76634,30.2554,364
18258,39458,78745,"Cherry Creek, Westgate",Entire bungalow,Entire home/apt,3,3.0,2.0,3,5.0,171,-97.78754,30.19756,134
21782048,42366,78702,Govalle,Entire home,Entire home/apt,5,2.0,2.0,4,5.0,275,-97.69736,30.26505,0
10331035,44487,78704,Travis Heights,Treehouse,Entire home/apt,4,1.0,2.0,1,4.87,154,-97.73935,30.24486,283
12034873,44487,78704,Travis Heights,Entire guesthouse,Entire home/apt,4,1.0,3.0,1,4.88,134,-97.73966,30.24654,271
42793871,44813,78745,South Austin,Entire guesthouse,Entire home/apt,2,1.0,1.0,4,4.95,158,-97.78166,30.22358,155
758730186625481809,49383,78758,Sun Bay South,Entire rental unit,Entire home/apt,4,1.0,3.0,5,5.0,90,-97.72372,30.39774,293
827428223208283619,49383,78758,Sun Bay South,Entire rental unit,Entire home/apt,4,1.0,3.0,31,4.93,126,-97.72364246786636,30.39523153823821,185
16827775,50793,78702,East Downtown,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,4.98,206,-97.73146,30.26001,214
13035,50793,78702,East Downtown,Entire home,Entire home/apt,3,2.0,2.0,30,5.0,160,-97.73072,30.26098,306
16379302,50901,78702,East Downtown,Entire home,Entire home/apt,14,5.0,10.0,2,4.99,746,-97.71981,30.26436,194
32736649,50901,78702,East Downtown,Entire home,Entire home/apt,16,6.0,8.0,2,4.98,1221,-97.70803,30.25974,228
46126216,50977,78722,Cherrywood,Entire rental unit,Entire home/apt,2,1.0,1.0,4,4.71,239,-97.72027,30.28365,80
17761474,55122,78741,Montopolis,Private room in home,Private room,2,1.0,1.0,1,5.0,75,-97.69371,30.22535,0
22828,56488,78741,East Riverside,Entire guesthouse,Entire home/apt,2,1.0,1.0,29,4.94,65,-97.73225,30.23614,207
1880094,61292,78702,Holly,Entire guesthouse,Entire home/apt,4,1.0,2.0,1,4.94,125,-97.72129,30.2518,24
23005979,71963,78704,St. Edwards,Entire rental unit,Entire home/apt,2,1.0,1.0,3,4.2,64,-97.74679,30.22881,0
838576465771725491,72071,78703,"Clarksville, Old Enfield",Entire rental unit,Entire home/apt,4,2.0,2.0,1,4.93,336,-97.7598396,30.27296309999999,18
7859914,72957,78744,McKinney,Entire guest suite,Entire home/apt,6,2.0,3.0,2,4.91,93,-97.73784,30.19225,169
13730506,74618,78741,Parker Lane,Entire home,Entire home/apt,5,3.0,3.0,3,4.94,1000,-97.73921,30.23115,363
11257256,76152,78702,East Downtown,Entire home,Entire home/apt,3,1.0,2.0,30,5.0,99,-97.73245,30.25793,62
7750051,76443,78734,Lakeway,Private room in home,Private room,2,1.0,2.0,2,4.8,50,-97.93237,30.37926,0
27775728,80406,78704,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,3,4.97,417,-97.74679,30.2395,54
16726636,80406,78704,Travis Heights,Entire guest suite,Entire home/apt,2,1.0,1.0,1,4.88,299,-97.7457,30.24718,0
603059524317802880,80406,78704,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,3,5.0,276,-97.7470695952084,30.246325313522323,130
54315567,80406,78704,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,3,4.98,275,-97.74144,30.24182,154
2223634,80406,78704,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,3,4.91,251,-97.74816,30.24572,124
50901766,80406,78704,Travis Heights,Entire home,Entire home/apt,4,2.0,2.0,3,4.93,240,-97.74284,30.24194,145
19243254,81204,78702,Holly,Entire guesthouse,Entire home/apt,2,1.0,1.0,1,4.94,98,-97.72386,30.25293,119
633987409764200852,81204,78702,Holly,Private room in home,Private room,4,2.0,2.0,1,4.92,77,-97.72446,30.25622,47
18255361,81204,78702,Holly,Entire guesthouse,Entire home/apt,4,2.0,3.0,1,4.93,136,-97.72337,30.25381,107
18405855,81204,78702,Holly,Entire home,Entire home/apt,5,2.0,3.0,1,4.92,125,-97.72321,30.25337,106
636059583371333001,81204,78702,Holly,Entire home,Entire home/apt,4,2.0,3.0,1,5.0,115,-97.72397,30.25594,102
69810,82762,78704,Dawson,Entire guesthouse,Entire home/apt,2,1.0,1.0,2,4.98,134,-97.76619,30.2309,0
49359891,83051,78731,Leblon,Entire home,Entire home/apt,5,2.0,3.0,4,5.0,283,-97.756592,30.332045,91
4103238,87337,78704,Barton Hills,Entire rental unit,Entire home/apt,2,1.0,1.0,28,4.86,95,-97.775856,30.261789,324
33965652,88908,78751,Hyde Park,Entire home,Entire home/apt,4,2.0,2.0,30,4.95,75,-97.72528,30.30682,154
22982,89031,78703,Clarksville,Entire guesthouse,Entire home/apt,4,2.0,2.0,1,4.91,350,-97.75381,30.28074,124
50358838,98323,78704,East Downtown,Entire home,Entire home/apt,5,3.0,3.0,2,4.77,496,-97.75611,30.24556,165
24853177,98323,78702,East Downtown,Entire condo,Entire home/apt,4,1.0,1.0,1,4.85,244,-97.7328,30.26466,98
549845309427065628,98323,78704,East Downtown,Entire guesthouse,Entire home/apt,4,1.0,2.0,2,5.0,182,-97.77496,30.25475,1
23682902,101311,78722,Upper Boggy Creek,Private room in home,Private room,2,1.0,1.0,1,5.0,210,-97.71829,30.28383,0
25028,102862,78757,Brentwood,Entire bungalow,Entire home/apt,4,2.0,2.0,120,4.94,221,-97.73708,30.33771,123
42401834,102862,78757,Brentwood,Entire guesthouse,Entire home/apt,2,1.0,1.0,7,5.0,150,-97.73672,30.33975,35
22687970,105011,78722,"Cherrywood, Delwood",Entire home,Entire home/apt,8,4.0,4.0,3,5.0,625,-97.70641,30.28526,177
760164711888006151,105197,78704,Greater South River City,Entire townhouse,Entire home/apt,4,2.0,3.0,3,4.9,397,-97.74832,30.24868,35
21899319,115566,78704,South Lamar,Entire bungalow,Entire home/apt,4,2.0,2.0,30,5.0,150,-97.77771,30.23758,294
305392,117233,78702,East Downtown,Entire home,Entire home/apt,9,4.0,5.0,3,5.0,695,-97.73244,30.25688,0
73005,128514,78727,Angus Valley,Entire townhouse,Entire home/apt,6,2.0,4.0,4,4.89,297,-97.73183,30.41419,137
705234040288970768,132222,78702,Blackshear-Prospect Hill,Entire bungalow,Entire home/apt,4,2.0,2.0,2,4.92,193,-97.72183,30.26975,30
7005386,132884,78704,South First,Entire home,Entire home/apt,7,3.0,4.0,3,4.93,850,-97.75493,30.24643,0
7247795,134301,78748,"Shady Hollow, Tanglewood Forest",Entire home,Entire home/apt,4,2.0,2.0,4,4.9,155,-97.8196,30.14731,177
720442140693994182,139613,78704,South Lamar,Entire home,Entire home/apt,8,3.0,4.0,3,4.8,472,-97.7841279655695,30.25429510615013,10
53706189,139613,78704,South Lamar,Entire home,Entire home/apt,5,2.0,2.0,14,4.77,228,-97.7835,30.2311,2
53260960,141647,78702,Holly,Entire home,Entire home/apt,4,2.0,2.0,90,5.0,185,-97.71743,30.25763,165
845834382669162479,141705,78757,Wooten,Entire home,Entire home/apt,6,3.0,6.0,2,4.93,203,-97.72455468830286,30.367495208699307,362
36807671,142776,78723,Culver City,Entire home,Entire home/apt,5,2.0,3.0,2,4.92,137,-97.67099,30.3164,187
821869492684051530,144734,78722,Cherrywood,Entire home,Entire home/apt,4,2.0,2.0,2,4.93,282,-97.70912919896982,30.285886674314767,86
719705945133557186,146224,78723,Windsor Park,Entire home,Entire home/apt,11,4.0,6.0,2,5.0,600,-97.69954,30.31096,4
21142674,150674,78702,Holly,Entire home,Entire home/apt,3,1.0,1.0,2,4.94,210,-97.72416,30.25246,14
34978642,151658,78704,Gold Coast,Entire guest suite,Entire home/apt,2,1.0,1.0,2,4.84,175,-97.73556,30.24697,160
826295226841105690,157632,78723,Pecan Springs Springdale,Entire rental unit,Entire home/apt,4,2.0,2.0,2,5.0,63,-97.6752226,30.3077866,178
35547415,165480,78723,Windsor Park,Entire home,Entire home/apt,6,3.0,3.0,2,5.0,250,-97.69683,30.31211,0
300574,167892,78704,Bouldin Creek,Entire guesthouse,Entire home/apt,4,1.0,3.0,2,4.89,144,-97.75756,30.25525,155
54200425,169421,78702,Central East Austin,Entire guesthouse,Entire home/apt,4,1.0,2.0,1,5.0,186,-97.72082,30.27167,137
4941458,169512,78704,Travis Heights,Tiny home,Entire home/apt,2,1.0,1.0,3,4.87,98,-97.73776,30.24455,332
4901443,169512,78704,Travis Heights,Entire home,Entire home/apt,2,1.0,1.0,5,5.0,260,-97.73835,30.2467,68
968883,169512,78704,Travis Heights,Entire cottage,Entire home/apt,3,1.0,1.0,3,4.64,178,-97.73792,30.24467,91
40285,170787,78731,Northwest Hills,Entire home,Entire home/apt,4,2.0,2.0,2,4.92,450,-97.76207,30.35123,348
8149550,172182,78704,Mission District,Entire home,Entire home/apt,10,4.0,6.0,2,4.94,563,-97.76258,30.23003,0
1599035,172182,78704,Mission District,Entire home,Entire home/apt,10,4.0,9.0,2,4.89,557,-97.75557,30.23835,130
721147865780716682,172182,78726,Mission District,Entire home,Entire home/apt,6,4.0,4.0,30,4.5,446,-97.83038,30.43476,264
21107728,172182,78759,Mission District,Entire condo,Entire home/apt,4,2.0,2.0,30,4.94,110,-97.75864,30.3743,259
944957,175317,78746,Rollingwood,Entire home,Entire home/apt,11,5.0,6.0,2,4.6,565,-97.79968,30.28004,0
771941201295891641,175317,78745,Rollingwood,Entire home,Entire home/apt,7,3.0,3.0,2,5.0,223,-97.79644,30.22393,251
23581338,175317,78746,Rollingwood,Entire condo,Entire home/apt,4,2.0,2.0,1,4.92,196,-97.79798,30.31054,284
660296908136587272,175317,78746,Rollingwood,Entire condo,Entire home/apt,6,3.0,2.0,2,4.86,168,-97.79958,30.31102,262
1704832,175669,78704,South Lamar,Entire home,Entire home/apt,4,2.0,2.0,30,4.73,400,-97.77768,30.24413,363
3154788,175669,78704,South Lamar,Private room in home,Private room,2,1.0,1.0,30,4.25,105,-97.77393,30.23888,365
30306716,178070,78704,South Congress,Entire condo,Entire home/apt,2,1.0,1.0,90,4.5,54,-97.75345,30.24276,43
31889479,178070,78704,South Congress,Entire condo,Entire home/apt,2,1.0,1.0,365,5.0,50,-97.75294,30.24264,365
26336484,179794,78745,"Cherry Creek, Westgate",Entire home,Entire home/apt,7,3.0,5.0,2,4.87,225,-97.7951,30.19862,311
50920642,186124,78745,Cherry Creek,Entire home,Entire home/apt,7,4.0,4.0,2,4.83,236,-97.82318,30.20376,58
29056812,188878,78757,Crestview,Entire bungalow,Entire home/apt,4,2.0,2.0,2,4.93,229,-97.72393,30.34595,0
746379794188466130,193672,78725,MLK-183,Entire guesthouse,Entire home/apt,3,1.0,2.0,1,5.0,112,-97.66038,30.28429,86
27228318,193672,78725,MLK-183,Camper/RV,Entire home/apt,3,2.0,2.0,1,4.78,100,-97.662,30.28252,87
8507040,207976,78741,Parker Lane,Private room in home,Private room,1,1.0,1.0,3,5.0,66,-97.72471,30.22082,13
1391406,207976,78741,Parker Lane,Private room in home,Private room,1,1.0,1.0,3,4.97,104,-97.72651,30.21971,44
8549483,209111,78702,East Downtown,Entire rental unit,Entire home/apt,2,1.0,1.0,1,4.93,146,-97.73014,30.2698,0
806622108345950198,210835,78721,Johnston Terrace,Entire rental unit,Entire home/apt,2,1.0,1.0,4,4.93,545,-97.69416930948778,30.261457402144384,49
363040,213651,78704,Zilker,Entire guest suite,Entire home/apt,3,1.0,2.0,1,4.84,99,-97.77582,30.25433,46
104099,213651,78704,Zilker,Entire guest suite,Entire home/apt,4,1.0,2.0,1,4.88,137,-97.77675650778288,30.254535068933667,74
27506626,214322,78723,"Windsor Park, Mueller",Entire home,Entire home/apt,6,3.0,3.0,3,5.0,120,-97.70253,30.31369,0
16427486,215755,78704,East Riverside,Entire home,Entire home/apt,6,3.0,3.0,2,5.0,956,-97.73727,30.24059,70
47572,215917,78758,"North Burnet, Wooten",Private room in home,Private room,1,1.0,1.0,30,5.0,43,-97.70749,30.37783,219
17109484,233653,78701,Downtown,Entire loft,Entire home/apt,6,2.0,1.0,2,5.0,150,-97.74167,30.26523,0
23468465,235896,78702,East Downtown,Entire home,Entire home/apt,4,2.0,2.0,1,4.97,274,-97.71894,30.26747,55
90957,236847,78704,Travis Heights,Private room in home,Private room,3,1.0,2.0,1,4.6,84,-97.74828,30.24574,360
90898,236847,78704,Travis Heights,Entire home,Entire home/apt,6,2.0,3.0,1,4.72,203,-97.74935,30.24498,358
23623668,240982,78721,"MLK, Rosewood, Mueller",Entire home,Entire home/apt,6,2.0,2.0,2,4.93,361,-97.68343,30.27376,0
34894951,243565,78702,East Downtown,Entire guesthouse,Entire home/apt,4,2.0,3.0,2,4.83,279,-97.72432,30.27427,0
50356905,244419,78754,Pioneer Crossing,Private room in home,Private room,2,1.0,1.0,3,4.8,69,-97.65037,30.37219,172
759518374840012031,245232,78704,Bouldin Creek,Entire rental unit,Entire home/apt,3,2.0,3.0,14,4.75,120,-97.75645,30.2559,267
867806,245617,78756,Allendale,Entire guesthouse,Entire home/apt,4,1.0,1.0,30,5.0,99,-97.74462,30.33229,328
53553057,245617,78752,Allendale,Entire home,Entire home/apt,4,2.0,1.0,30,5.0,105,-97.7115,30.3383,289
1913498,247600,78702,East Downtown,Entire home,Entire home/apt,3,1.0,2.0,2,5.0,421,-97.728,30.27321,313
679114541235308222,252642,78702,Foster Heights,Entire home,Entire home/apt,4,2.0,3.0,3,4.93,261,-97.71891334819624,30.273481609119827,5
18734236,255204,78704,South First,Entire home,Entire home/apt,6,3.0,3.0,2,5.0,595,-97.75656,30.24876,55
27201170,255204,78704,South First,Entire guest suite,Entire home/apt,2,1.0,1.0,2,4.94,131,-97.76192,30.24965,147
734747424333101594,261556,78703,Old West Austin,Entire home,Entire home/apt,6,3.0,3.0,3,4.93,1575,-97.76178,30.28654,358
337125,261883,78759,"Great Hills, Arboretum",Private room in home,Private room,2,1.0,2.0,32,4.79,80,-97.76685,30.42035,83
735592,263280,78737,West Oak Hill,Entire guest suite,Entire home/apt,4,1.0,4.0,2,4.9,229,-97.91042,30.22242,328
14745552,265070,78733,"Rob Roy, Cuernavaca",Private room in home,Private room,2,1.0,1.0,1,4.66,89,-97.85749,30.34954,80
664013,265070,78733,"Rob Roy, Cuernavaca",Private room in home,Private room,2,1.0,1.0,2,4.83,82,-97.85608,30.34998,170
70812,268988,78704,South Congress,Entire guesthouse,Entire home/apt,3,1.0,3.0,2,4.89,165,-97.74913,30.24648,44
69303,272156,78704,Zilker,Entire condo,Entire home/apt,4,1.0,1.0,2,4.97,181,-97.77276,30.26146,306
57187,272156,78704,Zilker,Entire guesthouse,Entire home/apt,6,1.0,3.0,1,4.91,109,-97.76995,30.25756,326
815198999158759378,276327,78722,Cherrywood,Camper/RV,Entire home/apt,4,1.0,2.0,1,4.93,85,-97.7235508178768,30.28554813626021,263
42182687,276327,78722,Cherrywood,Entire home,Entire home/apt,3,2.0,2.0,4,5.0,265,-97.72183,30.28695,74
46888596,281887,78702,Central East Austin,Entire home,Entire home/apt,4,2.0,2.0,31,4.93,162,-97.72597,30.27479,254
23166561,283476,78702,East Downtown,Entire home,Entire home/apt,2,1.0,1.0,2,5.0,98,-97.72831,30.25392,0
23165714,283476,78702,East Downtown,Private room in home,Private room,2,1.0,1.0,2,5.0,85,-97.72755,30.25247,0
20929723,284080,78704,Barton Hills,Entire home,Entire home/apt,6,4.0,3.0,3,4.93,1622,-97.78513,30.24437,94
5226944,289189,78722,Upper Boggy Creek,Entire home,Entire home/apt,9,3.0,4.0,4,4.93,700,-97.71433,30.28875,0
578088510681291868,296583,78702,Rosewood,Entire home,Entire home/apt,6,3.0,3.0,2,5.0,180,-97.70256,30.27229,157
33419070,303422,78737,"Bear Creek, Barton Creek",Entire guesthouse,Entire home/apt,4,1.0,2.0,1,4.85,99,-97.92051,30.2297,53
684990888603975940,304906,78722,East Austin,Entire home,Entire home/apt,8,4.0,6.0,2,5.0,411,-97.71592,30.28211,72
4871772,306525,78741,Pleasant Valley,Private room in condo,Private room,2,1.0,1.0,14,4.93,30,-97.71788,30.22998,0
17591664,306564,78702,Govalle,Entire home,Entire home/apt,8,3.0,4.0,2,5.0,291,-97.703,30.26678,108
50544992,307496,78723,Windsor Park,Entire home,Entire home/apt,5,4.0,4.0,5,4.93,400,-97.69189,30.30262,14
5593238,308720,78722,Upper Boggy Creek,Entire bungalow,Entire home/apt,4,1.0,1.0,1,4.31,70,-97.71921,30.29463,0
84771,321037,78705,West Campus,Entire condo,Entire home/apt,4,1.0,1.0,2,4.67,81,-97.74188,30.29386,0
8697580,321037,78704,West Campus,Entire home,Entire home/apt,5,2.0,2.0,1,5.0,200,-97.76308,30.25734,0
4914582,326078,78704,South Congress,Entire rental unit,Entire home/apt,4,1.0,1.0,2,4.9,130,-97.74878,30.25284,0
21183708,328064,78734,Lakeway,Houseboat,Entire home/apt,2,1.0,3.0,2,4.95,235,-97.96251,30.37737,179
6404272,328691,78705,West Campus,Private room in rental unit,Private room,1,1.0,1.0,1,4.0,35,-97.74821,30.28941,0
51962780,331886,78744,Crossing At Onion Creek,Private room in home,Private room,2,1.0,1.0,1,4.92,57,-97.78333,30.15795,171
548630110443475949,331886,78744,Crossing At Onion Creek,Private room in home,Private room,2,1.0,1.0,1,4.92,51,-97.7815,30.15973,171
52265553,331886,78744,Crossing At Onion Creek,Entire home,Entire home/apt,9,4.0,5.0,2,5.0,273,-97.7813,30.15987,6
16273289,332677,78701,Downtown,Room in boutique hotel,Hotel room,1,1.0,1.0,3,4.93,599,-97.74242,30.26428,179
831499287105592397,332677,78703,Downtown,Private room in rental unit,Private room,6,2.0,4.0,3,4.93,440,-97.75157843370152,30.269707757093105,359
939240,336136,78751,North Loop,Entire guesthouse,Entire home/apt,1,1.0,1.0,90,4.87,165,-97.72185,30.32034,0
49208465,337901,78704,Bouldin Creek,Entire condo,Entire home/apt,4,2.0,2.0,60,5.0,79,-97.75398,30.24275,215
20394484,341880,78734,Lakeway,Entire home,Entire home/apt,12,3.0,8.0,3,4.66,531,-97.95457,30.38203,126
755688369966735703,342014,78749,South Austin,Entire home,Entire home/apt,12,3.0,8.0,2,5.0,448,-97.83712403698502,30.215171434075145,76
51325482,352177,78705,Central Austin,Entire guesthouse,Entire home/apt,4,1.0,2.0,2,4.86,223,-97.72213,30.29447,74
48861606,354407,78723,Mueller,Entire home,Entire home/apt,8,3.0,5.0,2,4.97,414,-97.69901,30.29523,24
42704155,354407,78723,Mueller,Entire home,Entire home/apt,8,3.0,1.0,1,5.0,225,-97.69906,30.29568,11
70258,355348,78704,Galindo,Entire guesthouse,Entire home/apt,3,1.0,1.0,2,4.94,239,-97.76611,30.23644,12
530483,359112,78722,Upper Boggy Creek,Entire home,Entire home/apt,3,2.0,2.0,28,4.54,325,-97.71964,30.29288,83
17701228,359340,78757,Crestview,Private room in rental unit,Private room,2,1.0,1.0,1,4.92,38,-97.7209,30.33817,0
842100348177595821,359695,78702,Blackshear-Prospect Hill,Tiny home,Entire home/apt,2,1.0,1.0,2,5.0,189,-97.72043678212106,30.26607542394721,365
643953774389428447,360378,78702,Central East Austin,Entire home,Entire home/apt,4,2.0,2.0,2,4.88,329,-97.72745,30.26642,218
4117827,362214,78759,Balcones Civic Association,Entire rental unit,Entire home/apt,5,2.0,2.0,1,4.93,300,-97.75867,30.37433,0
620105555428264423,366110,78748,Stablewood At Slaughter Creek,Entire home,Entire home/apt,4,4.0,4.0,7,4.93,386,-97.80605,30.15155,250
25056037,372205,78732,"Steiner Ranch, River Place",Entire vacation home,Entire home/apt,6,6.0,8.0,2,4.9,645,-97.88682,30.41641,317
155359,372205,78732,"Steiner Ranch, River Place",Entire home,Entire home/apt,6,2.0,2.0,7,4.87,400,-97.88915,30.41813,32
555690161884178783,372747,78745,South Austin,Private room in guest suite,Private room,2,1.0,1.0,1,4.89,110,-97.80093,30.19315,165
333815,372962,78704,South First,Private room in home,Private room,2,1.0,1.0,2,4.91,146,-97.75262,30.25381,39
8607291,376350,78746,Westlake Hills,Entire home,Entire home/apt,10,5.0,5.0,5,5.0,950,-97.78865,30.26999,352
2746300,376422,78757,Wooten,Entire condo,Entire home/apt,2,1.0,1.0,30,4.73,89,-97.73071,30.35908,2
72833,378744,78731,Rosedale,Entire guesthouse,Entire home/apt,2,1.0,1.0,3,4.91,132,-97.75066,30.313,5
14964688,380810,78741,Parker Lane,Entire home,Entire home/apt,4,2.0,2.0,30,4.85,95,-97.73513,30.22317,299
77347,382265,78733,"Rob Roy, Cuernavaca",Private room in home,Private room,2,1.0,1.0,2,4.93,104,-97.882,30.33877,0
3225770,382510,78701,West Campus,Entire rental unit,Entire home/apt,4,2.0,2.0,30,4.97,257,-97.74169,30.27014,119
73289,382510,78705,West Campus,Entire rental unit,Entire home/apt,4,2.0,2.0,30,4.88,111,-97.74478,30.29016,67
17217284,384304,78702,"East Cesar Chavez, Holly, Govalle",Entire bungalow,Entire home/apt,5,3.0,3.0,30,4.98,398,-97.71804,30.26526,166
45525221,384433,78723,Pecan Springs Springdale,Entire townhouse,Entire home/apt,4,2.0,2.0,2,4.95,181,-97.67246,30.30512,273
53080356,384433,78723,Pecan Springs Springdale,Entire home,Entire home/apt,4,2.0,2.0,4,5.0,129,-97.6718233306455,30.306230888769534,296
23003072,384732,78701,Downtown Austin,Entire rental unit,Entire home/apt,5,1.0,3.0,500,5.0,10000,-97.74971,30.26809,180
4906604,385944,78704,Zilker,Entire home,Entire home/apt,6,3.0,5.0,30,4.88,125,-97.77414,30.25269,216
2292679,387916,78702,East Downtown,Entire home,Entire home/apt,4,2.0,2.0,4,5.0,400,-97.71527,30.2638,0
32667361,387918,78704,South Lamar,Entire home,Entire home/apt,6,2.0,4.0,2,4.69,550,-97.7766,30.24365,1
74318,387918,78704,South Lamar,Entire home,Entire home/apt,2,1.0,1.0,2,4.82,194,-97.77923,30.24473,0
31712019,388671,78705,Hancock,Entire home,Entire home/apt,4,2.0,2.0,2,5.0,110,-97.73107,30.29458,0
51821788,391985,78704,Greater South River City,Private room in home,Private room,2,1.0,1.0,3,5.0,392,-97.74955,30.23918,363
50508404,391985,78704,Greater South River City,Entire cottage,Entire home/apt,2,1.0,1.0,3,5.0,307,-97.74804,30.23974,29
53083357,391985,78704,Greater South River City,Private room in rental unit,Private room,2,1.0,1.0,2,5.0,242,-97.74817,30.23945,76
45312367,392411,78751,Hyde Park,Entire home,Entire home/apt,6,3.0,6.0,30,5.0,149,-97.72538,30.31036,193
720315,393905,78741,East Riverside,Entire condo,Entire home/apt,2,1.0,1.0,2,4.95,200,-97.72945,30.24538,168
76911,394012,78702,East Downtown,Entire home,Entire home/apt,14,5.0,14.0,2,4.95,893,-97.72491,30.26945,148
814456852876099298,399960,78744,"McKinney, Franklin Park",Entire home,Entire home/apt,7,3.0,4.0,2,4.93,159,-97.72454336285593,30.158386617844343,291
19179509,400704,78721,MLK & 183,Private room in townhouse,Private room,2,1.0,1.0,2,4.95,71,-97.69247,30.27468,7
20533900,404260,78703,Tarrytown,Entire cottage,Entire home/apt,6,3.0,3.0,3,5.0,556,-97.76924,30.29116,65
75957,404260,78703,Tarrytown,Entire guesthouse,Entire home/apt,2,1.0,2.0,2,4.97,163,-97.76886,30.29033,191
33224174,406137,78704,St. Edwards,Entire home,Entire home/apt,4,2.0,2.0,3,5.0,185,-97.75151,30.23424,147
32583393,406645,78721,MLK & 183,Private room in home,Private room,1,1.0,1.0,30,4.83,28,-97.68782,30.25712,126
8291582,406787,78751,Hancock,Entire home,Entire home/apt,2,1.0,1.0,2,5.0,100,-97.71953,30.30561,0
33043270,407093,78745,South Austin,Entire guest suite,Entire home/apt,2,1.0,1.0,1,4.94,89,-97.78975,30.22072,157
41621746,407367,78752,St. Johns,Private room in townhouse,Private room,3,2.0,1.0,2,4.93,114,-97.68429,30.32336,0
3802304,408387,78745,Sunset Valley,Private room in home,Private room,1,1.0,1.0,30,5.0,86,-97.81252,30.22915,363
76501,408534,78722,Upper Boggy Creek,Entire guest suite,Entire home/apt,3,1.0,2.0,2,4.95,144,-97.71939,30.29192,48
76925,411190,78702,Holly,Entire home,Entire home/apt,8,3.0,5.0,2,4.94,400,-97.72552,30.25505,0
